@relation '.\\uk-2007-05.link_based_features.csv'

@attribute eq_hp_mp numeric
@attribute assortativity_hp numeric
@attribute assortativity_mp numeric
@attribute avgin_of_out_hp numeric
@attribute avgin_of_out_mp numeric
@attribute avgout_of_in_hp numeric
@attribute avgout_of_in_mp numeric
@attribute indegree_hp numeric
@attribute indegree_mp numeric
@attribute neighbors_2_hp numeric
@attribute neighbors_2_mp numeric
@attribute neighbors_3_hp numeric
@attribute neighbors_3_mp numeric
@attribute neighbors_4_hp numeric
@attribute neighbors_4_mp numeric
@attribute outdegree_hp numeric
@attribute outdegree_mp numeric
@attribute pagerank_hp numeric
@attribute pagerank_mp numeric
@attribute prsigma_hp numeric
@attribute prsigma_mp numeric
@attribute reciprocity_hp numeric
@attribute reciprocity_mp numeric
@attribute siteneighbors_1_hp numeric
@attribute siteneighbors_1_mp numeric
@attribute siteneighbors_2_hp numeric
@attribute siteneighbors_2_mp numeric
@attribute siteneighbors_3_hp numeric
@attribute siteneighbors_3_mp numeric
@attribute siteneighbors_4_hp numeric
@attribute siteneighbors_4_mp numeric
@attribute truncatedpagerank_1_hp numeric
@attribute truncatedpagerank_1_mp numeric
@attribute truncatedpagerank_2_hp numeric
@attribute truncatedpagerank_2_mp numeric
@attribute truncatedpagerank_3_hp numeric
@attribute truncatedpagerank_3_mp numeric
@attribute truncatedpagerank_4_hp numeric
@attribute truncatedpagerank_4_mp numeric
@attribute trustrank_hp numeric
@attribute trustrank_mp numeric
@attribute class {spam,nonspam}

@data
0,0.101747,4.268471,639.25,168.53334,133,13.486301,24,146,1632,221,12547,2721,70750,18426,4,14,0,0,0.411427,0.188808,0.5,0.933333,7,5,16,16,26,22,141,31,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.065779,0.065779,1763.333374,1763.333374,32.294117,32.294117,17,17,148,148,28911,28911,106407,106407,3,3,0,0,0.47524,0.47524,0,0,7,7,14,14,66,66,215,215,0,0,0,0,0,0,0,0,0,0,nonspam
0,3.312734,2.50195,645.958923,983.361694,41.966904,45.612732,423,377,527,514,813,564,57822,1194,72,46,0,0,0.394416,0.431983,0.753425,0.851064,3,1,6,6,10,6,77,11,0,0,0,0,0,0,0,0,0,0,nonspam
1,251.467957,251.467957,11943.882813,11943.882813,41.876022,41.876022,21609,21609,85172,85172,204415,204415,635963,635963,33,33,0.000007,0.000007,0.117299,0.117299,0.941176,0.941176,17,17,35,35,177,177,712,712,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008,0.000002,0.000002,nonspam
0,636.548706,745.687805,1015.833313,15371.799805,19.230179,12.995669,19676,17087,34069,26018,204415,27588,408833,32087,6,5,0.000009,0.000017,0.133307,0.060835,0.5,0.6,17,1,75,6,619,6,2482,203,0.000009,0.00002,0.000009,0.000018,0.000008,0.000015,0.000007,0.000013,0.000003,0.000004,nonspam
1,2.390654,2.390654,162.547623,162.547623,72.3255,72.3255,298,298,3647,3647,54772,54772,141845,141845,41,41,0,0,0.808027,0.808027,1,1,6,6,14,14,70,70,234,234,0,0,0,0,0,0,0,0,0,0,nonspam
1,1.29771,1.29771,12.071428,12.071428,12.466666,12.466666,15,15,24,24,582,582,594,594,13,13,0,0,0.062513,0.062513,0.928571,0.928571,2,2,2,2,2,2,5,5,0,0,0,0,0,0,0,0,0,0,nonspam
1,12.605392,12.605392,278.083344,278.083344,29.468618,29.468618,717,717,2421,2421,4842,4842,44496,44496,23,23,0,0,0.508322,0.508322,0.958333,0.958333,17,17,19,19,38,38,233,233,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0,nonspam
1,0.382353,0.382353,2.5,2.5,19.25,19.25,8,8,111,111,1495,1495,21712,21712,3,3,0,0,0.550611,0.550611,1,1,3,3,5,5,28,28,34,34,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.267857,0.267857,0,0,34.125,34.125,8,8,50,50,1133,1133,46483,46483,0,0,0,0,0.05505,0.05505,1,1,9,9,12,12,12,12,17,17,0,0,0,0,0,0,0,0,0,0,nonspam
1,1.540121,1.540121,21.5625,21.5625,20.294117,20.294117,34,34,71,71,1397,1397,25069,25069,15,15,0,0,0.456738,0.456738,1,1,7,7,11,11,11,11,38,38,0,0,0,0,0,0,0,0,0,0,nonspam
0,1.181818,1.6,2.166667,2,7.714286,2.666667,7,6,25,10,194,25,683,194,6,2,0,0,0.168269,0.217173,0.833333,1,3,1,3,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,nonspam
1,241.773056,241.773056,90,90,53.221046,53.221046,24402,24402,29127,29127,68138,68138,635963,635963,1,1,0.000003,0.000003,0.239175,0.239175,0,0,8,8,75,75,121,121,908,908,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000003,0.000003,0.000001,0.000001,nonspam
1,0.989899,0.989899,12,12,14.384615,14.384615,13,13,17,17,17,17,17,17,13,13,0,0,0.000169,0.000169,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.910714,0.785124,8,14.2,10.444445,8.875,9,8,12,11,21,12,104,21,8,9,0,0,0.066853,0.000452,1,0.9,2,1,2,2,2,2,23,2,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.656566,0.656566,0.666667,0.666667,18,18,9,9,23,23,147,147,8425,8425,2,2,0,0,0.189165,0.189165,1,1,6,6,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.367816,0.367816,24,24,6,6,7,7,186,186,203,203,407,407,7,7,0,0,0.443759,0.443759,0.75,0.75,2,2,2,2,8,8,8,8,0,0,0,0,0,0,0,0,0,0,nonspam
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.277313,8.520581,77.285713,11.046875,292.230255,8.068182,152,88,13697,165,74702,13697,104107,95227,7,63,0,0,0.375274,0.317566,0.857143,0.953125,5,1,13,8,34,13,92,34,0,0,0,0,0,0,0,0,0,0,nonspam
1,9.865442,9.865442,177.739136,177.739136,24.876543,24.876543,648,648,19818,19818,125309,125309,635963,635963,22,22,0,0,0.701969,0.701969,0.869565,0.869565,17,17,75,75,619,619,2482,2482,0,0,0,0,0,0,0,0,0,0,nonspam
1,5.703819,5.703819,249.800003,249.800003,21.313168,21.313168,281,281,2904,2904,7500,7500,40520,40520,5,5,0,0,0.551532,0.551532,0.8,0.8,10,10,12,12,56,56,204,204,0,0,0,0,0,0,0,0,0,0,nonspam
0,8.529099,113.58358,3226,3284.399902,23.332518,20.619038,409,5074,1549,6963,22805,17074,43547,30607,1,19,0,0.000005,0.234323,0.130229,0,0.5,3,2,4,2,4,2,83,5,0,0.000004,0,0.000004,0,0.000003,0,0.000003,0,0.000001,nonspam
0,0.075969,0.621896,151.333328,24.799999,37,64.854546,4,55,12,2842,218,3106,8453,65718,3,19,0,0,0.015333,0.437027,0,0.9,3,3,4,5,4,5,4,130,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.087167,14.24312,222,34.185184,25.200001,9.576576,5,222,15,247,168,954,1544,19837,1,54,0,0,0.011537,0.395993,0,0.944444,3,2,5,16,5,26,5,27,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.504167,1.210345,4,0,20.4,6.16,10,25,32,212,435,397,1419,744,1,0,0,0.000001,0.040237,0.866816,0,1,8,1,9,6,9,10,43,10,0,0.000002,0,0.000002,0,0.000002,0,0.000003,0,0,spam
1,3.521739,3.521739,1.333333,1.333333,1,1,6,6,6,6,6,6,6,6,3,3,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.243243,0.243243,0,0,22.666666,22.666666,6,6,15,15,251,251,2095,2095,0,0,0,0,0.07717,0.07717,1,1,4,4,6,6,22,22,42,42,0,0,0,0,0,0,0,0,0,0,nonspam
0,2.74702,2.906318,57,37.454544,13.672132,11.842105,61,57,87,64,218,95,97196,222,7,10,0,0,0.536477,0.530634,1,1,4,1,6,6,12,6,57,12,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.985308,7.467414,55.799999,8.571428,12.423077,8.780822,26,73,80,79,227,203,4011,3066,9,69,0,0,1.010927,0.494541,0.8,1,3,1,11,11,11,11,32,32,0,0,0,0,0,0,0,0,0.000056,0.000018,nonspam
1,0.131243,0.131243,237.333328,237.333328,17.666666,17.666666,12,12,1712,1712,2425,2425,58228,58228,5,5,0,0,1.947694,1.947694,1,1,3,3,75,75,168,168,436,436,0,0,0,0,0,0,0,0,0,0,nonspam
1,1.176471,1.176471,9.428572,9.428572,8.666667,8.666667,12,12,15,15,16,16,42,42,6,6,0,0,0.258874,0.258874,1,1,2,2,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.701033,2.686383,71.85714,0.5,132.710342,23.682926,145,123,7336,177,10859,7336,93682,10859,34,1,0,0,0.603549,0.676507,0.971429,1,6,1,9,9,42,9,190,42,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.553506,0.553506,5,5,22.5,22.5,10,10,33,33,189,189,9280,9280,5,5,0,0,0.355856,0.355856,1,1,5,5,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,nonspam
1,4.625835,4.625835,20,20,7.2,7.2,60,60,222,222,406,406,978,978,5,5,0,0,0.286328,0.286328,0.833333,0.833333,5,5,10,10,17,17,29,29,0,0,0,0,0,0,0,0,0.000001,0.000001,nonspam
1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,0,0,0,0,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.995392,0.995392,6,6,13.666667,13.666667,12,12,27,27,383,383,42323,42323,6,6,0,0,0.211523,0.211523,1,1,3,3,5,5,7,7,9,9,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.932683,0.932683,17689.5,17689.5,23.560461,23.560461,521,521,51103,51103,204415,204415,635963,635963,11,11,0.000001,0.000001,0.76727,0.76727,0.833333,0.833333,17,17,75,75,619,619,2482,2482,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000004,0.000004,nonspam
1,0.847403,0.847403,10.909091,10.909091,19.333334,19.333334,18,18,164,164,317,317,766,766,11,11,0,0,0.247551,0.247551,1,1,4,4,6,6,19,19,59,59,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.275668,67.068069,2,78.07692,31.76923,8.310916,13,1026,355,1211,22216,1211,164558,1211,1,13,0,0.000001,0.324121,0.316853,0,0.923077,9,1,13,1,14,1,413,15,0,0.000001,0,0.000001,0,0.000001,0,0.000001,0,0,nonspam
1,0.328767,0.328767,0,0,28.166666,28.166666,12,12,97,97,1485,1485,111786,111786,0,0,0,0,0.646883,0.646883,1,1,7,7,13,13,123,123,328,328,0,0,0,0,0,0,0,0,0,0,nonspam
1,2.166528,2.166528,26.8125,26.8125,25.912281,25.912281,57,57,278,278,12499,12499,16429,16429,32,32,0,0,0.372444,0.372444,0.03125,0.03125,2,2,3,3,15,15,257,257,0,0,0,0,0,0,0,0,0,0,nonspam
1,1.155963,1.155963,9,9,10.083333,10.083333,12,12,28,28,171,171,1485,1485,9,9,0,0,0.149712,0.149712,1,1,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,nonspam
1,46.258461,46.258461,0,0,43.904633,43.904633,4058,4058,17649,17649,91240,91240,300835,300835,0,0,0.000002,0.000002,0.438153,0.438153,1,1,17,17,48,48,96,96,446,446,0.000003,0.000003,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000001,0.000001,nonspam
0,0.38322,5.744863,24.555555,27.333334,27,5.240741,4,54,33,64,17244,85,18932,17244,9,5,0,0,0.173681,0.541382,0,1,3,1,5,5,7,7,50,9,0,0,0,0,0,0,0,0,0,0,nonspam
1,1.281967,1.281967,23,23,23.147058,23.147058,34,34,116,116,27970,27970,64175,64175,12,12,0,0,0.379146,0.379146,1,1,6,6,9,9,57,57,116,116,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.818182,0.333333,1,0,0,3,0,1,0,1,0,1,0,1,3,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.431373,0.431373,31.75,31.75,14.333333,14.333333,9,9,34,34,410,410,785,785,7,7,0,0,0.14714,0.14714,0.875,0.875,4,4,4,4,27,27,33,33,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.585774,0.585774,6,6,19.166666,19.166666,24,24,644,644,3825,3825,136278,136278,4,4,0,0,0.461598,0.461598,0.75,0.75,17,17,21,21,151,151,406,406,0,0,0,0,0,0,0,0,0,0,nonspam
1,1.887672,1.887672,318.567566,318.567566,103.657143,103.657143,350,350,2227,2227,11124,11124,114342,114342,36,36,0,0,0.532173,0.532173,1,1,17,17,17,17,132,132,277,277,0,0,0,0,0,0,0,0,0.000001,0.000001,nonspam
1,1.146552,1.146552,21.333334,21.333334,11.941176,11.941176,17,17,59,59,389,389,9087,9087,2,2,0,0,0.429405,0.429405,0.666667,0.666667,6,6,12,12,30,30,47,47,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.595745,0.595745,33.5,33.5,12.157895,12.157895,19,19,434,434,2912,2912,32088,32088,7,7,0,0,0.576082,0.576082,0.875,0.875,4,4,17,17,74,74,466,466,0,0,0,0,0,0,0,0,0,0,nonspam
0,14.890881,4.992629,400.333344,257.045441,30.160278,36.023872,861,377,1013,855,3750,1013,53767,3750,11,21,0,0,0.522822,0.784293,0.75,0.863636,7,1,11,11,16,11,106,16,0,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0,nonspam
1,0.120301,0.120301,0,0,30,30,4,4,12,12,128,128,3975,3975,0,0,0,0,0.200036,0.200036,1,1,3,3,3,3,3,3,4,4,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.408669,1.254902,21,17.1,15.818182,14,11,21,38,24,125,38,889,125,1,9,0,0,0.348557,0.217157,1,1,5,1,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.684685,0.684685,5.285714,5.285714,19,19,11,11,59,59,1154,1154,15902,15902,6,6,0,0,0.211099,0.211099,1,1,3,3,5,5,116,116,391,391,0,0,0,0,0,0,0,0,0,0,nonspam
1,1.859155,1.859155,8,8,11.296296,11.296296,27,27,46,46,2103,2103,26922,26922,4,4,0,0,0.350385,0.350385,1,1,4,4,6,6,6,6,61,61,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.121212,0.121212,6,6,23,23,1,1,3,3,128,128,760,760,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.680556,1.5,1.333333,0,12.5,1,4,3,11,4,28,7,162,7,3,0,0,0,0.024008,0,0,1,4,1,4,1,4,1,9,1,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.672515,0.672515,20.045454,20.045454,31.227272,31.227272,22,22,458,458,23829,23829,149404,149404,21,21,0,0,0.191823,0.191823,1,1,2,2,2,2,226,226,342,342,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.013043,0.013043,1421,1421,10.125,10.125,8,8,2311,2311,2593,2593,2839,2839,8,8,0,0,0.448563,0.448563,0.777778,0.777778,4,4,4,4,7,7,14,14,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.363322,4.639317,39.625,115.5,20.714285,17.115108,7,139,33,148,261,154,3817,261,8,17,0,0,0.585418,0.480812,0.125,0.944444,4,1,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.183727,0.183727,3.75,3.75,40.666668,40.666668,9,9,388,388,23829,23829,149404,149404,3,3,0,0,0.976395,0.976395,1,1,3,3,3,3,226,226,334,334,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.077122,8.010098,431.384613,12.904762,50.25,12.685315,12,143,1872,177,19375,2170,204416,21311,13,41,0,0,1.298198,0.443334,0,0.97619,6,2,12,12,168,15,556,223,0,0,0,0,0,0,0,0,0,0,nonspam
1,41.461807,41.461807,4017.289551,4017.289551,62.728214,62.728214,5118,5118,5508,5508,7839,7839,13628,13628,75,75,0.000001,0.000001,0.372193,0.372193,0.973684,0.973684,10,10,16,16,42,42,92,92,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0,nonspam
1,1.004545,1.004545,11.333333,11.333333,6.75,6.75,8,8,20,20,113,113,567,567,9,9,0,0,0.267774,0.267774,0.444444,0.444444,3,3,3,3,3,3,19,19,0,0,0,0,0,0,0,0,0,0,nonspam
0,2.546178,175.893234,93.03846,1227.5,55.580311,8.319244,193,2910,2920,2425,35451,2479,164558,5071,51,9,0,0.000008,0.560555,0.202022,0.980769,1,17,1,75,1,61,48,2482,73,0,0.000009,0,0.00001,0,0.00001,0,0.00001,0,0.000002,nonspam
1,1.446009,1.446009,6.75,6.75,8.615385,8.615385,13,13,26,26,119,119,1746,1746,7,7,0,0,0.332578,0.332578,1,1,3,3,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0.00007,0.00007,nonspam
1,0.917944,0.917944,144.555557,144.555557,26.627451,26.627451,51,51,578,578,1520,1520,13904,13904,8,8,0,0,0.262194,0.262194,0.888889,0.888889,6,6,9,9,15,15,81,81,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.107365,1.376147,7,5.5,206,6,5,8,17,17,43754,32,45891,43754,6,5,0,0,0.004602,0.282464,0,0.833333,3,1,5,6,5,6,49,6,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.482239,0.482239,9.5,9.5,28.066668,28.066668,15,15,397,397,24900,24900,149404,149404,11,11,0,0,0.540234,0.540234,1,1,3,3,7,7,226,226,445,445,0,0,0,0,0,0,0,0,0,0,nonspam
0,8.912745,21.390844,607,1.7,34.653912,17.39542,575,655,7951,794,13985,7951,250619,13985,3,20,0,0.000001,0.254603,0.136354,0.333333,0,17,1,17,13,85,24,486,85,0,0.000001,0,0,0,0,0,0,0,0,nonspam
1,1.19469,1.19469,4.166667,4.166667,7.375,7.375,8,8,17,17,621,621,10167,10167,5,5,0,0,0.311152,0.311152,1,1,2,2,2,2,25,25,46,46,0,0,0,0,0,0,0,0,0,0,nonspam
0,11.624443,226.400787,124.666664,77.444443,8.014085,2.38476,213,1063,1113,1113,1357,1135,3253,2271,17,17,0.000001,0.000002,1.375342,0.31104,1,1,2,1,6,5,15,6,41,15,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0,nonspam
1,0.010633,0.010633,10818.706055,10818.706055,18.166666,18.166666,30,30,74,74,668,668,88835,88835,16,16,0,0,0.116068,0.116068,0.411765,0.411765,5,5,9,9,14,14,99,99,0,0,0,0,0,0,0,0,0,0,spam
1,1.276583,1.276583,289.133331,289.133331,11.158731,11.158731,126,126,478,478,2008,2008,10652,10652,60,60,0,0,0.249003,0.249003,0.866667,0.866667,17,17,14,14,37,37,58,58,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.303644,1.094527,10,8.111111,29.384615,8.7,13,10,143,24,16084,143,42345,16084,2,8,0,0,0.778461,0.123565,0,1,6,1,24,9,45,34,238,45,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.268194,0.268194,18.272728,18.272728,65.34375,65.34375,32,32,3196,3196,27851,27851,142622,142622,10,10,0,0,0.851771,0.851771,1,1,9,9,27,27,619,619,1329,1329,0,0,0,0,0,0,0,0,0,0,nonspam
0,1.790576,0.352941,1.928571,1,25.799999,9,5,3,17,7,157,18,870,161,14,1,0,0,0.018574,0.390485,0.071429,1,3,1,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,nonspam
1,1.986116,1.986116,66.384613,66.384613,21.276922,21.276922,65,65,261,261,46466,46466,53203,53203,12,12,0,0,0.470428,0.470428,0.923077,0.923077,5,5,8,8,14,14,431,431,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.244698,0.244698,44,44,29.375,29.375,8,8,91,91,371,371,1823,1823,5,5,0,0,0.38358,0.38358,0.833333,0.833333,4,4,5,5,22,22,81,81,0,0,0,0,0,0,0,0,0,0,nonspam
1,1.376147,1.376147,5.6,5.6,7.2,7.2,10,10,18,18,174,174,1113,1113,5,5,0,0,0.310934,0.310934,1,1,3,3,3,3,5,5,27,27,0,0,0,0,0,0,0,0,0.000072,0.000072,nonspam
1,1.410781,1.410781,13.727273,13.727273,14.761905,14.761905,21,21,40,40,325,325,8614,8614,10,10,0,0,0.292777,0.292777,0.909091,0.909091,4,4,7,7,25,25,29,29,0,0,0,0,0,0,0,0,0,0,spam
0,0.04,1.72973,18,11.083333,0,9.526316,0,19,0,21,0,21,0,21,1,11,0,0,0,0.254841,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.617496,0.617496,1.333333,1.333333,26.470589,26.470589,17,17,155,155,18932,18932,272555,272555,3,3,0,0,0.624833,0.624833,0.666667,0.666667,9,9,15,15,177,177,583,583,0,0,0,0,0,0,0,0,0,0,spam
1,0.385827,0.385827,0,0,13.285714,13.285714,7,7,35,35,25589,25589,69445,69445,0,0,0,0,0.524951,0.524951,1,1,4,4,5,5,51,51,83,83,0,0,0,0,0,0,0,0,0,0,spam
1,0.89313,0.89313,6.125,6.125,20.294117,20.294117,17,17,107,107,325,325,43424,43424,7,7,0,0,0.447752,0.447752,1,1,7,7,10,10,10,10,12,12,0,0,0,0,0,0,0,0,0,0,nonspam
1,21.708647,21.708647,13.333333,13.333333,4.913793,4.913793,232,232,710,710,4659,4659,136278,136278,2,2,0.000001,0.000001,0.37303,0.37303,1,1,4,4,75,75,102,102,270,270,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0,nonspam
1,1.252059,1.252059,65.780823,65.780823,61.746834,61.746834,79,79,104,104,107,107,125,125,73,73,0,0,0.126843,0.126843,0.986301,0.986301,4,4,5,5,5,5,9,9,0,0,0,0,0,0,0,0,0,0,nonspam
1,2.484124,2.484124,585.108704,585.108704,55.581818,55.581818,440,440,14519,14519,50301,50301,300835,300835,45,45,0,0,0.625429,0.625429,0.913043,0.913043,17,17,35,35,331,331,978,978,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.058044,0.058044,945,945,60,60,3,3,25,25,6709,6709,22737,22737,49,49,0,0,0.033889,0.033889,0,0,2,2,2,2,4,4,25,25,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.017857,0.017857,0,0,387,387,7,7,37,37,43754,43754,70050,70050,0,0,0,0,0.194134,0.194134,1,1,4,4,4,4,38,38,227,227,0,0,0,0,0,0,0,0,0,0,nonspam
1,5.172414,5.172414,1.6,1.6,2.4,2.4,15,15,20,20,121,121,212,212,5,5,0,0,0.128697,0.128697,1,1,2,2,2,2,16,16,21,21,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.360794,0.360794,281.600006,281.600006,18.352942,18.352942,34,34,79,79,24864,24864,49635,49635,14,14,0,0,0.410051,0.410051,0.933333,0.933333,6,6,10,10,13,13,56,56,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.066667,0.066667,0,0,14,14,1,1,2,2,51,51,147,147,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.376068,0.376068,31,31,12.5,12.5,6,6,11,11,144,144,8021,8021,3,3,0,0,0.10432,0.10432,0.75,0.75,5,5,6,6,12,12,12,12,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.02458,0.911392,1543,5.166667,19.25,6.4,12,5,30,16,156,30,8425,156,6,5,0,0,0.209191,0.002957,0.833333,1,5,1,8,8,8,8,10,8,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.338395,4.119617,94,3.8,27.75,4.05,16,20,63,33,406,63,13541,406,8,19,0,0,0.594616,0.209944,0.888889,1,6,1,9,9,11,9,85,11,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.144543,0.144543,69,69,36,36,6,6,28,28,95,95,1785,1785,1,1,0,0,0.016852,0.016852,0,0,3,3,3,3,3,3,9,9,0,0,0,0,0,0,0,0,0,0,nonspam
1,1.139949,1.139949,11.916667,11.916667,13.666667,13.666667,15,15,18,18,74,74,690,690,11,11,0,0,0.263638,0.263638,1,1,3,3,3,3,14,14,30,30,0,0,0,0,0,0,0,0,0,0,nonspam
1,1.822518,1.822518,28.666666,28.666666,17.25,17.25,52,52,61,61,212,212,1210,1210,8,8,0,0,0.375952,0.375952,1,1,3,3,13,13,13,13,14,14,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.029418,5.111111,1187.25,0,20.6,2.190476,10,21,64,23,26601,89,41566,26601,8,0,0,0,0.698427,0.060732,0.25,1,3,1,4,4,4,4,316,4,0,0,0,0,0,0,0,0,0,0,nonspam
0,6.721274,1.24245,67.5,52.310345,18.55122,16.235294,205,34,309,185,27946,727,29448,1280,17,28,0,0,0.410373,0.557258,0.722222,0.655172,6,2,15,2,32,20,119,27,0,0,0,0,0,0,0,0,0,0,nonspam
1,7.195583,7.195583,438.857147,438.857147,41.48917,41.48917,554,554,619,619,619,619,633,633,41,41,0,0,0.599405,0.599405,1,1,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.529412,2,4,2,22.625,1.5,8,4,20,7,1738,9,4206,12,4,2,0,0,0.13114,0.329091,1,1,3,1,3,1,3,1,59,3,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.830121,0.830121,60.894737,60.894737,29.5,29.5,34,34,347,347,2263,2263,22248,22248,19,19,0,0,0.414927,0.414927,0.736842,0.736842,17,17,21,21,121,121,251,251,0,0,0,0,0,0,0,0,0,0,nonspam
0,6.280841,6.358833,156.5,109.53846,15.850574,13.918239,174,159,424,155,7917,5000,156689,15413,8,12,0,0,0.537527,0.542918,1,1,17,2,18,18,106,22,317,138,0,0,0,0,0,0,0,0,0,0,nonspam
1,1.078587,1.078587,23.6,23.6,15.515152,15.515152,33,33,451,451,848,848,17649,17649,9,9,0,0,0.928335,0.928335,1,1,5,5,16,16,23,23,46,46,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.700484,0.700484,17.538462,17.538462,48.792683,48.792683,82,82,425,425,1589,1589,19818,19818,12,12,0,0,0.723638,0.723638,1,1,7,7,11,11,13,13,363,363,0,0,0,0,0,0,0,0,0.000052,0.000052,nonspam
1,1.540416,1.540416,15.833333,15.833333,12.5,12.5,22,22,35,35,83,83,502,502,5,5,0,0,0.490067,0.490067,1,1,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.048092,0.048092,709.428589,709.428589,9,9,11,11,31,31,263,263,4743,4743,6,6,0,0,0.324131,0.324131,0.857143,0.857143,2,2,2,2,6,6,141,141,0,0,0,0,0,0,0,0,0,0,nonspam
1,1.852632,1.852632,10.166667,10.166667,6.2,6.2,15,15,15,15,15,15,15,15,5,5,0,0,0.2864,0.2864,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,nonspam
1,0.031496,0.031496,0,0,58.5,58.5,2,2,11,11,30,30,212,212,0,0,0,0,0.030936,0.030936,1,1,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,nonspam
0,0.004673,11.259989,186,62.32143,0,6.908602,0,186,0,230,0,1311,0,48651,1,28,0,0.000001,0,0.588631,1,0.964286,0,3,0,10,0,10,0,13,0,0.000001,0,0.000001,0,0.000001,0,0.000001,0,0,nonspam
1,0.16,0.16,0,0,22.75,22.75,4,4,15,15,94,94,1239,1239,0,0,0,0,0.022362,0.022362,1,1,3,3,3,3,3,3,7,7,0,0,0,0,0,0,0,0,0,0,spam
