eq_hp_mp,assortativity_mp,avgin_of_out_hp,avgin_of_out_mp,avgout_of_in_mp,indegree_hp,indegree_mp,neighbors_2_hp,neighbors_2_mp,neighbors_3_mp,neighbors_4_hp,neighbors_4_mp,outdegree_hp,outdegree_mp,pagerank_hp,pagerank_mp,prsigma_hp,prsigma_mp,siteneighbors_1_hp,siteneighbors_1_mp,siteneighbors_2_hp,siteneighbors_2_mp,siteneighbors_3_hp,siteneighbors_3_mp,siteneighbors_4_hp,siteneighbors_4_mp,truncatedpagerank_1_hp,truncatedpagerank_1_mp,truncatedpagerank_2_hp,truncatedpagerank_2_mp,truncatedpagerank_3_hp,truncatedpagerank_3_mp,truncatedpagerank_4_hp,truncatedpagerank_4_mp,class
1,4.625835,20,20,7.2,60,60,222,222,406,978,978,5,5,0,0,0.286328,0.286328,5,5,10,10,17,17,29,29,0,0,0,0,0,0,0,0,nonspam
1,2,1,1,1,1,1,2,2,2,2,2,2,2,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,nonspam
1,0.995392,6,6,13.666667,12,12,27,27,383,42323,42323,6,6,0,0,0.211523,0.211523,3,3,5,5,7,7,9,9,0,0,0,0,0,0,0,0,nonspam
1,0.932683,17689.5,17689.5,23.560461,521,521,51103,51103,204415,635963,635963,11,11,0.000001,0.000001,0.76727,0.76727,17,17,75,75,619,619,2482,2482,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,nonspam
1,0.847403,10.909091,10.909091,19.333334,18,18,164,164,317,766,766,11,11,0,0,0.247551,0.247551,4,4,6,6,19,19,59,59,0,0,0,0,0,0,0,0,nonspam
0,67.068069,2,78.07692,8.310916,13,1026,355,1211,1211,164558,1211,1,13,0,0.000001,0.324121,0.316853,9,1,13,1,14,1,413,15,0,0.000001,0,0.000001,0,0.000001,0,0.000001,nonspam
1,0.328767,0,0,28.166666,12,12,97,97,1485,111786,111786,0,0,0,0,0.646883,0.646883,7,7,13,13,123,123,328,328,0,0,0,0,0,0,0,0,nonspam
1,2.166528,26.8125,26.8125,25.912281,57,57,278,278,12499,16429,16429,32,32,0,0,0.372444,0.372444,2,2,3,3,15,15,257,257,0,0,0,0,0,0,0,0,nonspam
1,1.155963,9,9,10.083333,12,12,28,28,171,1485,1485,9,9,0,0,0.149712,0.149712,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,nonspam
1,46.258461,0,0,43.904633,4058,4058,17649,17649,91240,300835,300835,0,0,0.000002,0.000002,0.438153,0.438153,17,17,48,48,96,96,446,446,0.000003,0.000003,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,nonspam
0,5.744863,24.555555,27.333334,5.240741,4,54,33,64,85,18932,17244,9,5,0,0,0.173681,0.541382,3,1,5,5,7,7,50,9,0,0,0,0,0,0,0,0,nonspam
1,1.281967,23,23,23.147058,34,34,116,116,27970,64175,64175,12,12,0,0,0.379146,0.379146,6,6,9,9,57,57,116,116,0,0,0,0,0,0,0,0,nonspam
0,0.333333,1,0,3,0,1,0,1,1,0,1,3,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,nonspam
1,0.431373,31.75,31.75,14.333333,9,9,34,34,410,785,785,7,7,0,0,0.14714,0.14714,4,4,4,4,27,27,33,33,0,0,0,0,0,0,0,0,nonspam
1,0.585774,6,6,19.166666,24,24,644,644,3825,136278,136278,4,4,0,0,0.461598,0.461598,17,17,21,21,151,151,406,406,0,0,0,0,0,0,0,0,nonspam
1,1.887672,318.567566,318.567566,103.657143,350,350,2227,2227,11124,114342,114342,36,36,0,0,0.532173,0.532173,17,17,17,17,132,132,277,277,0,0,0,0,0,0,0,0,nonspam
1,1.146552,21.333334,21.333334,11.941176,17,17,59,59,389,9087,9087,2,2,0,0,0.429405,0.429405,6,6,12,12,30,30,47,47,0,0,0,0,0,0,0,0,nonspam
1,0.595745,33.5,33.5,12.157895,19,19,434,434,2912,32088,32088,7,7,0,0,0.576082,0.576082,4,4,17,17,74,74,466,466,0,0,0,0,0,0,0,0,nonspam
0,4.992629,400.333344,257.045441,36.023872,861,377,1013,855,1013,53767,3750,11,21,0,0,0.522822,0.784293,7,1,11,11,16,11,106,16,0,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,nonspam
1,0.120301,0,0,30,4,4,12,12,128,3975,3975,0,0,0,0,0.200036,0.200036,3,3,3,3,3,3,4,4,0,0,0,0,0,0,0,0,nonspam
0,1.254902,21,17.1,14,11,21,38,24,38,889,125,1,9,0,0,0.348557,0.217157,5,1,7,7,7,7,7,7,0,0,0,0,0,0,0,0,nonspam
1,0.684685,5.285714,5.285714,19,11,11,59,59,1154,15902,15902,6,6,0,0,0.211099,0.211099,3,3,5,5,116,116,391,391,0,0,0,0,0,0,0,0,nonspam
1,1.859155,8,8,11.296296,27,27,46,46,2103,26922,26922,4,4,0,0,0.350385,0.350385,4,4,6,6,6,6,61,61,0,0,0,0,0,0,0,0,nonspam
1,0.121212,6,6,23,1,1,3,3,128,760,760,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,nonspam
0,1.5,1.333333,0,1,4,3,11,4,7,162,7,3,0,0,0,0.024008,0,4,1,4,1,4,1,9,1,0,0,0,0,0,0,0,0,nonspam
1,0.672515,20.045454,20.045454,31.227272,22,22,458,458,23829,149404,149404,21,21,0,0,0.191823,0.191823,2,2,2,2,226,226,342,342,0,0,0,0,0,0,0,0,nonspam
1,0.013043,1421,1421,10.125,8,8,2311,2311,2593,2839,2839,8,8,0,0,0.448563,0.448563,4,4,4,4,7,7,14,14,0,0,0,0,0,0,0,0,nonspam
0,4.639317,39.625,115.5,17.115108,7,139,33,148,154,3817,261,8,17,0,0,0.585418,0.480812,4,1,4,4,4,4,4,4,0,0,0,0,0,0,0,0,nonspam
1,0.183727,3.75,3.75,40.666668,9,9,388,388,23829,149404,149404,3,3,0,0,0.976395,0.976395,3,3,3,3,226,226,334,334,0,0,0,0,0,0,0,0,nonspam
0,8.010098,431.384613,12.904762,12.685315,12,143,1872,177,2170,204416,21311,13,41,0,0,1.298198,0.443334,6,2,12,12,168,15,556,223,0,0,0,0,0,0,0,0,nonspam
1,41.461807,4017.289551,4017.289551,62.728214,5118,5118,5508,5508,7839,13628,13628,75,75,0.000001,0.000001,0.372193,0.372193,10,10,16,16,42,42,92,92,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,nonspam
1,1.004545,11.333333,11.333333,6.75,8,8,20,20,113,567,567,9,9,0,0,0.267774,0.267774,3,3,3,3,3,3,19,19,0,0,0,0,0,0,0,0,nonspam
0,175.893234,93.03846,1227.5,8.319244,193,2910,2920,2425,2479,164558,5071,51,9,0,0.000008,0.560555,0.202022,17,1,75,1,61,48,2482,73,0,0.000009,0,0.00001,0,0.00001,0,0.00001,nonspam
1,1.446009,6.75,6.75,8.615385,13,13,26,26,119,1746,1746,7,7,0,0,0.332578,0.332578,3,3,5,5,5,5,5,5,0,0,0,0,0,0,0,0,nonspam
1,0.917944,144.555557,144.555557,26.627451,51,51,578,578,1520,13904,13904,8,8,0,0,0.262194,0.262194,6,6,9,9,15,15,81,81,0,0,0,0,0,0,0,0,nonspam
0,1.376147,7,5.5,6,5,8,17,17,32,45891,43754,6,5,0,0,0.004602,0.282464,3,1,5,6,5,6,49,6,0,0,0,0,0,0,0,0,nonspam
1,0.482239,9.5,9.5,28.066668,15,15,397,397,24900,149404,149404,11,11,0,0,0.540234,0.540234,3,3,7,7,226,226,445,445,0,0,0,0,0,0,0,0,nonspam
0,21.390844,607,1.7,17.39542,575,655,7951,794,7951,250619,13985,3,20,0,0.000001,0.254603,0.136354,17,1,17,13,85,24,486,85,0,0.000001,0,0,0,0,0,0,nonspam
1,1.19469,4.166667,4.166667,7.375,8,8,17,17,621,10167,10167,5,5,0,0,0.311152,0.311152,2,2,2,2,25,25,46,46,0,0,0,0,0,0,0,0,nonspam
0,226.400787,124.666664,77.444443,2.38476,213,1063,1113,1113,1135,3253,2271,17,17,0.000001,0.000002,1.375342,0.31104,2,1,6,5,15,6,41,15,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,nonspam
1,0.010633,10818.706055,10818.706055,18.166666,30,30,74,74,668,88835,88835,16,16,0,0,0.116068,0.116068,5,5,9,9,14,14,99,99,0,0,0,0,0,0,0,0,spam
1,1.276583,289.133331,289.133331,11.158731,126,126,478,478,2008,10652,10652,60,60,0,0,0.249003,0.249003,17,17,14,14,37,37,58,58,0,0,0,0,0,0,0,0,nonspam
0,1.094527,10,8.111111,8.7,13,10,143,24,143,42345,16084,2,8,0,0,0.778461,0.123565,6,1,24,9,45,34,238,45,0,0,0,0,0,0,0,0,nonspam
1,0.268194,18.272728,18.272728,65.34375,32,32,3196,3196,27851,142622,142622,10,10,0,0,0.851771,0.851771,9,9,27,27,619,619,1329,1329,0,0,0,0,0,0,0,0,nonspam
0,0.352941,1.928571,1,9,5,3,17,7,18,870,161,14,1,0,0,0.018574,0.390485,3,1,5,5,5,5,5,5,0,0,0,0,0,0,0,0,nonspam
1,1.986116,66.384613,66.384613,21.276922,65,65,261,261,46466,53203,53203,12,12,0,0,0.470428,0.470428,5,5,8,8,14,14,431,431,0,0,0,0,0,0,0,0,nonspam
1,0.244698,44,44,29.375,8,8,91,91,371,1823,1823,5,5,0,0,0.38358,0.38358,4,4,5,5,22,22,81,81,0,0,0,0,0,0,0,0,nonspam
1,1.376147,5.6,5.6,7.2,10,10,18,18,174,1113,1113,5,5,0,0,0.310934,0.310934,3,3,3,3,5,5,27,27,0,0,0,0,0,0,0,0,nonspam
1,1.410781,13.727273,13.727273,14.761905,21,21,40,40,325,8614,8614,10,10,0,0,0.292777,0.292777,4,4,7,7,25,25,29,29,0,0,0,0,0,0,0,0,spam
0,1.72973,18,11.083333,9.526316,0,19,0,21,21,0,21,1,11,0,0,0,0.254841,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,nonspam
1,0.617496,1.333333,1.333333,26.470589,17,17,155,155,18932,272555,272555,3,3,0,0,0.624833,0.624833,9,9,15,15,177,177,583,583,0,0,0,0,0,0,0,0,spam
1,0.385827,0,0,13.285714,7,7,35,35,25589,69445,69445,0,0,0,0,0.524951,0.524951,4,4,5,5,51,51,83,83,0,0,0,0,0,0,0,0,spam
1,0.89313,6.125,6.125,20.294117,17,17,107,107,325,43424,43424,7,7,0,0,0.447752,0.447752,7,7,10,10,10,10,12,12,0,0,0,0,0,0,0,0,nonspam
1,21.708647,13.333333,13.333333,4.913793,232,232,710,710,4659,136278,136278,2,2,0.000001,0.000001,0.37303,0.37303,4,4,75,75,102,102,270,270,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,nonspam
1,1.252059,65.780823,65.780823,61.746834,79,79,104,104,107,125,125,73,73,0,0,0.126843,0.126843,4,4,5,5,5,5,9,9,0,0,0,0,0,0,0,0,nonspam
1,2.484124,585.108704,585.108704,55.581818,440,440,14519,14519,50301,300835,300835,45,45,0,0,0.625429,0.625429,17,17,35,35,331,331,978,978,0,0,0,0,0,0,0,0,nonspam
1,0.058044,945,945,60,3,3,25,25,6709,22737,22737,49,49,0,0,0.033889,0.033889,2,2,2,2,4,4,25,25,0,0,0,0,0,0,0,0,nonspam
1,0.017857,0,0,387,7,7,37,37,43754,70050,70050,0,0,0,0,0.194134,0.194134,4,4,4,4,38,38,227,227,0,0,0,0,0,0,0,0,nonspam
1,5.172414,1.6,1.6,2.4,15,15,20,20,121,212,212,5,5,0,0,0.128697,0.128697,2,2,2,2,16,16,21,21,0,0,0,0,0,0,0,0,nonspam
1,0.360794,281.600006,281.600006,18.352942,34,34,79,79,24864,49635,49635,14,14,0,0,0.410051,0.410051,6,6,10,10,13,13,56,56,0,0,0,0,0,0,0,0,nonspam
1,0.066667,0,0,14,1,1,2,2,51,147,147,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,nonspam
1,0.376068,31,31,12.5,6,6,11,11,144,8021,8021,3,3,0,0,0.10432,0.10432,5,5,6,6,12,12,12,12,0,0,0,0,0,0,0,0,nonspam
0,0.911392,1543,5.166667,6.4,12,5,30,16,30,8425,156,6,5,0,0,0.209191,0.002957,5,1,8,8,8,8,10,8,0,0,0,0,0,0,0,0,nonspam
0,4.119617,94,3.8,4.05,16,20,63,33,63,13541,406,8,19,0,0,0.594616,0.209944,6,1,9,9,11,9,85,11,0,0,0,0,0,0,0,0,nonspam
1,0.144543,69,69,36,6,6,28,28,95,1785,1785,1,1,0,0,0.016852,0.016852,3,3,3,3,3,3,9,9,0,0,0,0,0,0,0,0,nonspam
1,1.139949,11.916667,11.916667,13.666667,15,15,18,18,74,690,690,11,11,0,0,0.263638,0.263638,3,3,3,3,14,14,30,30,0,0,0,0,0,0,0,0,nonspam
1,1.822518,28.666666,28.666666,17.25,52,52,61,61,212,1210,1210,8,8,0,0,0.375952,0.375952,3,3,13,13,13,13,14,14,0,0,0,0,0,0,0,0,nonspam
0,5.111111,1187.25,0,2.190476,10,21,64,23,89,41566,26601,8,0,0,0,0.698427,0.060732,3,1,4,4,4,4,316,4,0,0,0,0,0,0,0,0,nonspam
0,1.24245,67.5,52.310345,16.235294,205,34,309,185,727,29448,1280,17,28,0,0,0.410373,0.557258,6,2,15,2,32,20,119,27,0,0,0,0,0,0,0,0,nonspam
1,7.195583,438.857147,438.857147,41.48917,554,554,619,619,619,633,633,41,41,0,0,0.599405,0.599405,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,nonspam
0,2,4,2,1.5,8,4,20,7,9,4206,12,4,2,0,0,0.13114,0.329091,3,1,3,1,3,1,59,3,0,0,0,0,0,0,0,0,nonspam
1,0.830121,60.894737,60.894737,29.5,34,34,347,347,2263,22248,22248,19,19,0,0,0.414927,0.414927,17,17,21,21,121,121,251,251,0,0,0,0,0,0,0,0,nonspam
0,6.358833,156.5,109.53846,13.918239,174,159,424,155,5000,156689,15413,8,12,0,0,0.537527,0.542918,17,2,18,18,106,22,317,138,0,0,0,0,0,0,0,0,nonspam
1,1.078587,23.6,23.6,15.515152,33,33,451,451,848,17649,17649,9,9,0,0,0.928335,0.928335,5,5,16,16,23,23,46,46,0,0,0,0,0,0,0,0,nonspam
1,0.700484,17.538462,17.538462,48.792683,82,82,425,425,1589,19818,19818,12,12,0,0,0.723638,0.723638,7,7,11,11,13,13,363,363,0,0,0,0,0,0,0,0,nonspam
1,1.540416,15.833333,15.833333,12.5,22,22,35,35,83,502,502,5,5,0,0,0.490067,0.490067,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,nonspam
1,0.048092,709.428589,709.428589,9,11,11,31,31,263,4743,4743,6,6,0,0,0.324131,0.324131,2,2,2,2,6,6,141,141,0,0,0,0,0,0,0,0,nonspam
1,1.852632,10.166667,10.166667,6.2,15,15,15,15,15,15,15,5,5,0,0,0.2864,0.2864,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,nonspam
1,0.031496,0,0,58.5,2,2,11,11,30,212,212,0,0,0,0,0.030936,0.030936,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,nonspam
0,11.259989,186,62.32143,6.908602,0,186,0,230,1311,0,48651,1,28,0,0.000001,0,0.588631,0,3,0,10,0,10,0,13,0,0.000001,0,0.000001,0,0.000001,0,0.000001,nonspam
1,0.16,0,0,22.75,4,4,15,15,94,1239,1239,0,0,0,0,0.022362,0.022362,3,3,3,3,3,3,7,7,0,0,0,0,0,0,0,0,spam
1,0.02716,0,0,424.75,12,12,181,181,3821,21244,21244,0,0,0,0,0.997666,0.997666,5,5,15,15,29,29,446,446,0,0,0,0,0,0,0,0,nonspam
1,2.670103,10,10,7.851852,27,27,42,42,3721,7117,7117,8,8,0,0,0.26599,0.26599,3,3,3,3,3,3,84,84,0,0,0,0,0,0,0,0,nonspam
0,1.014085,5,4.333333,5.8,6,5,8,8,8,2783,56,5,5,0,0,0.195999,0.00148,2,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,nonspam
1,0.962099,5.142857,5.142857,16.928572,14,14,49,49,198,14939,14939,6,6,0,0,0.478641,0.478641,7,7,11,11,11,11,31,31,0,0,0,0,0,0,0,0,nonspam
0,8.455958,117,15.505747,12.478633,132,117,2319,153,2535,58368,40573,1,87,0,0,0.301053,0.308118,3,1,6,6,7,7,33,7,0,0,0,0,0,0,0,0,nonspam
1,0.150602,0,0,31.200001,5,5,13,13,283,7824,7824,0,0,0,0,0.01317,0.01317,4,4,6,6,6,6,6,6,0,0,0,0,0,0,0,0,nonspam
1,0.001787,2.833333,2.833333,59.200001,10,10,35655,35655,49709,192838,192838,5,5,0,0,2.324293,2.324293,3,3,4,4,619,619,556,556,0,0,0,0,0,0,0,0,nonspam
0,2.930239,1192.666626,78.5,18.234043,18,94,347,108,419,19375,4626,36,11,0,0,0.460409,0.467469,10,1,14,15,77,19,212,78,0,0,0,0,0,0,0,0,nonspam
1,0.146816,0,0,92.428574,14,14,48,48,44677,77227,77227,0,0,0,0,0.194336,0.194336,7,7,13,13,13,13,63,63,0,0,0,0,0,0,0,0,nonspam
1,3.027682,0.9,0.9,9.208333,24,24,37,37,4873,107359,107359,9,9,0,0,0.25498,0.25498,3,3,5,5,145,145,446,446,0,0,0,0,0,0,0,0,nonspam
1,0.180905,0,0,27.166666,6,6,36,36,54772,182481,182481,0,0,0,0,2.933244,2.933244,3,3,4,4,121,121,258,258,0,0,0,0,0,0,0,0,spam
1,10.525434,725.936523,725.936523,49.988876,989,989,1566,1566,21877,62941,62941,62,62,0,0,0.53559,0.53559,10,10,13,13,64,64,198,198,0,0,0,0,0,0,0,0,nonspam
1,0.761233,9.25,9.25,29.130434,23,23,419,419,22248,29826,29826,11,11,0,0,0.532241,0.532241,5,5,11,11,15,15,491,491,0,0,0,0,0,0,0,0,nonspam
1,5.668609,9563.914063,9563.914063,25.147976,1926,1926,158989,158989,170346,408833,408833,34,34,0.000001,0.000001,0.425442,0.425442,17,17,40,40,168,168,407,407,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0,nonspam
0,7.111406,14,28.967741,13.184615,87,130,501,151,406,103978,3558,4,30,0,0,0.32438,0.428526,10,2,13,3,43,16,122,21,0,0,0,0,0,0,0,0,nonspam
0,1731.302612,0.947368,0,4.380677,2200,10723,2625,10702,10971,3282,10971,18,0,0,0.000014,0.052897,0.007395,4,1,4,1,15,1,16,4,0,0.000005,0,0.000003,0,0.000003,0,0.000003,spam
0,1.066079,11,10.363636,10.272727,14,11,25,18,25,7500,158,1,11,0,0,0.179575,0.000581,3,1,4,4,4,4,4,4,0,0,0,0,0,0,0,0,nonspam
0,0.014393,16323.5,1635,7,6,19,21244,21244,28483,39200,38222,2,19,0,0,6.061347,0.999423,3,2,4,4,36,36,121,121,0,0.000001,0,0.000001,0,0.000001,0,0.000001,nonspam
1,0.305677,1.333333,1.333333,33.166668,6,6,21,21,389,8425,8425,2,2,0,0,0.35891,0.35891,3,3,5,5,5,5,5,5,0,0,0,0,0,0,0,0,nonspam
0,10.306422,36.799999,18.966667,7.969925,20,133,155,152,155,2066,208,10,29,0,0,0.864482,0.34908,3,1,3,3,3,3,3,3,0,0,0,0,0,0,0,0,nonspam
1,1.141522,23.777779,23.777779,26.448277,29,29,37,37,264,468,468,26,26,0,0,0.14902,0.14902,3,3,3,3,3,3,39,39,0,0,0,0,0,0,0,0,nonspam
1,0.199203,0,0,42.700001,10,10,89,89,2884,13012,13012,0,0,0,0,0.349069,0.349069,8,8,14,14,45,45,108,108,0,0,0,0,0,0,0,0,spam
1,0.009615,0,0,142,2,2,151,151,1814,4190,4190,0,0,0,0,3.89118,3.89118,2,2,48,48,121,121,227,227,0,0,0,0,0,0,0,0,nonspam
1,0.34322,0,0,16,9,9,75,75,238,22736,22736,0,0,0,0,0.232256,0.232256,5,5,8,8,11,11,13,13,0,0,0,0,0,0,0,0,nonspam
1,1.132075,12.928572,12.928572,13.2,15,15,16,16,16,16,16,13,13,0,0,0.207229,0.207229,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,nonspam
1,0.028686,0,0,77.800003,10,10,2645,2645,3912,33531,33531,0,0,0,0,0.679294,0.679294,5,5,10,10,62,62,194,194,0,0,0,0,0,0,0,0,nonspam
0,0.333333,31874,0,17.333334,7,3,146,6,15,6319,18,2,0,0,0,0.651165,0,3,1,4,1,4,1,4,1,0,0,0,0,0,0,0,0,nonspam
0,2.926829,17,4,2.5,21,10,66,15,33,250619,34,1,2,0,0,0.34617,0.510286,3,1,4,1,72,1,79,1,0,0,0,0,0,0,0,0,nonspam
1,0.391525,142.933334,142.933334,31.68421,19,19,37,37,32139,77968,77968,14,14,0,0,0.633173,0.633173,3,3,8,8,83,83,174,174,0,0,0,0,0,0,0,0,spam
1,0.434568,32.5,32.5,18.444445,9,9,25,25,376,3264,3264,5,5,0,0,0.137693,0.137693,4,4,5,5,5,5,25,25,0,0,0,0,0,0,0,0,nonspam
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spam
0,0.457143,1,1.333333,1,12,1,88,15,90,72426,1359,1,3,0,0,0.769283,0,6,1,14,14,24,15,125,27,0,0,0,0,0,0,0,0,nonspam
1,0.712595,31.809525,31.809525,18.76,50,50,1599,1599,1875,4626,4626,20,20,0,0,1.146274,1.146274,5,5,7,7,51,51,77,77,0,0,0,0,0,0,0,0,nonspam
1,2.402954,62.869564,62.869564,31.275,120,120,217,217,10431,29782,29782,22,22,0,0,0.337029,0.337029,6,6,8,8,65,65,373,373,0,0,0,0,0,0,0,0,nonspam
1,1.245704,3.375,3.375,24.75,20,20,41,41,134,7818,7818,7,7,0,0,0.05304,0.05304,5,5,6,6,8,8,31,31,0,0,0,0,0,0,0,0,nonspam
1,0.040212,2,2,24,11,11,2842,2842,3265,51989,51989,1,1,0,0,1.430242,1.430242,9,9,9,9,30,30,106,106,0,0,0,0,0,0,0,0,nonspam
1,0.090909,1,1,23,2,2,27,27,207,445,445,1,1,0,0,0.100203,0.100203,2,2,2,2,2,2,10,10,0,0,0,0,0,0,0,0,nonspam
1,0.052326,0,0,52.333332,3,3,16,16,155,508,508,0,0,0,0,0.007297,0.007297,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,spam
1,0.002657,3036.333252,3036.333252,97,2,2,25,25,1511,16764,16764,3,3,0,0,2.857004,2.857004,2,2,2,2,139,139,332,332,0,0,0,0,0,0,0,0,spam
1,2.146543,20.266666,20.266666,13.083333,36,36,72,72,86,1113,1113,14,14,0,0,0.254255,0.254255,5,5,7,7,19,19,20,20,0,0,0,0,0,0,0,0,nonspam
1,0.060386,0,0,79.599998,5,5,19,19,38943,41131,41131,0,0,0,0,0.396437,0.396437,3,3,3,3,3,3,19,19,0,0,0,0,0,0,0,0,nonspam
1,0.207792,0,0,14,4,4,34,34,315,4516,4516,0,0,0,0,0.096936,0.096936,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,nonspam
1,0.632911,3.2,3.2,20.222221,9,9,27,27,523,5305,5305,4,4,0,0,0.287838,0.287838,5,5,5,5,5,5,6,6,0,0,0,0,0,0,0,0,nonspam
1,1.491124,11.333333,11.333333,12.7,20,20,24,24,59,61,61,14,14,0,0,0.162322,0.162322,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,nonspam
0,1.043956,10,9.111111,8.9,11,10,295,23,302,49728,5557,1,9,0,0,1.051271,0.011743,5,1,9,8,46,9,97,46,0,0,0,0,0,0,0,0,nonspam
1,0.140226,2.333333,2.333333,10.538462,26,26,4137,4137,36349,38984,38984,15,15,0.000001,0.000001,1.569211,1.569211,3,3,4,4,8,8,74,74,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,nonspam
0,1.384615,5.2,6.666667,5.25,12,8,81,18,81,9253,3496,5,6,0,0,0.177444,0.034525,4,1,13,5,17,15,278,17,0,0,0,0,0,0,0,0,nonspam
1,0.180905,0,0,31.916666,12,12,465,465,23233,100603,100603,0,0,0,0,0.856347,0.856347,5,5,13,13,199,199,508,508,0,0,0,0,0,0,0,0,spam
1,1.408,9.571428,9.571428,9,14,14,35,35,129,158,158,6,6,0,0,0.397447,0.397447,2,2,2,2,2,2,14,14,0,0,0,0,0,0,0,0,nonspam
1,0.005083,6342.5,6342.5,39.299999,10,10,11880,11880,19236,105210,105210,2,2,0,0,1.62806,1.62806,17,17,11,11,99,99,349,349,0,0,0,0,0,0,0,0,spam
1,0.2,0,0,7.5,2,2,5,5,39,291,291,0,0,0,0,0.013099,0.013099,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,nonspam
1,0.410842,0,0,50.458332,24,24,232,232,21942,120016,120016,0,0,0,0,0.426927,0.426927,9,9,14,14,79,79,424,424,0,0,0,0,0,0,0,0,nonspam
1,10.543046,6953.584961,6953.584961,44.445389,2472,2472,18069,18069,26026,47540,47540,52,52,0.000001,0.000001,0.406663,0.406663,17,17,40,40,87,87,182,182,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,nonspam
0,37.581528,434.416656,402.076935,23.256567,2254,1637,3112,2783,6081,73705,19375,23,51,0.000001,0.000001,0.273251,0.320654,5,2,12,10,243,12,466,427,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,nonspam
1,1.876048,5.4,5.4,9.15,60,60,1553,1553,9053,11885,11885,4,4,0,0,0.693425,0.693425,5,5,12,12,17,17,67,67,0,0,0,0,0,0,0,0,nonspam
1,0.104956,0,0,44.166668,6,6,97,97,4207,9318,9318,0,0,0,0,0.187512,0.187512,5,5,7,7,40,40,217,217,0,0,0,0,0,0,0,0,nonspam
1,0.465385,0,0,18,11,11,60,60,232,2600,2600,0,0,0,0,0.239258,0.239258,4,4,9,9,12,12,16,16,0,0,0,0,0,0,0,0,nonspam
1,0.042194,2404,2404,108.285713,21,21,380,380,2134,49131,49131,5,5,0,0,0.704187,0.704187,7,7,14,14,265,265,446,446,0,0,0,0,0,0,0,0,nonspam
1,3.584906,1.636364,1.636364,6.736842,19,19,24,24,204,2528,2528,11,11,0,0,0.219724,0.219724,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,nonspam
1,1.972603,14.461538,14.461538,11.935484,31,31,138,138,229,1435,1435,12,12,0,0,0.387282,0.387282,6,6,14,14,17,17,218,218,0,0,0,0,0,0,0,0,nonspam
1,0.037618,383.5,383.5,33.5,4,4,27,27,5221,124699,124699,2,2,0,0,2.632806,2.632806,3,3,3,3,36,36,978,978,0,0,0,0,0,0,0,0,nonspam
1,2.124581,60.944443,60.944443,31.669903,103,103,685,685,5942,136794,136794,17,17,0,0,0.462803,0.462803,17,17,24,24,331,331,712,712,0,0,0,0,0,0,0,0,nonspam
1,0.07619,1.5,1.5,49.75,4,4,110,110,936,8755,8755,2,2,0,0,0.170276,0.170276,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,nonspam
0,0.704636,16,11.272727,17.8125,14,16,477,324,1588,2655,54166,1,10,0,0,0.383745,0.442536,5,4,8,13,20,331,27,347,0,0,0,0,0,0,0,0,nonspam
0,0.113924,3,0,22.333334,6,3,78,14,200,39783,1840,1,0,0,0,0.466865,0.090415,4,3,7,8,39,10,316,44,0,0,0,0,0,0,0,0,nonspam
0,1.754032,3,7,2.428571,22,14,232,45,251,69445,27946,16,15,0,0,0.468382,0.059046,6,1,12,11,54,12,363,54,0,0,0,0,0,0,0,0,nonspam
